"sound.files","selec","start","end","bottom.freq","top.freq","sound.id"
"master_l.palavanensis_males.wav",1,1,2,1.17232545392787,2.64815842700099,"start_marker"
"master_l.palavanensis_males.wav",2,3,4.69795918367347,0,4.1125,"JG13_Lp003.WAV_1"
"master_l.palavanensis_males.wav",3,5.69795918367347,7.80090702947846,0,4.4859,"JG13_Lp009.WAV_1"
"master_l.palavanensis_males.wav",4,8.80090702947846,10.8641723356009,0,4.7036,"JG13_Lp009.WAV_2"
"master_l.palavanensis_males.wav",5,11.8641723356009,14.072925170068,0,4.0068,"JG13_Lp009.WAV_3"
"master_l.palavanensis_males.wav",6,15.072925170068,17.3415192743764,0,8.1918,"JG13_Lp012.WAV_1"
"master_l.palavanensis_males.wav",7,18.3415192743764,20.674126984127,0,7.6374,"JG13_Lp012.WAV_2"
"master_l.palavanensis_males.wav",8,21.674126984127,23.6942630385488,0,6.2208,"JG13_Lp016.WAV_1"
"master_l.palavanensis_males.wav",9,24.6942630385488,26.6543764172336,0,5.2969,"JG13_Lp016.WAV_2"
"master_l.palavanensis_males.wav",10,27.6543764172336,29.6759637188209,0,4.0651,"JG13_Lp016.WAV_3"
"master_l.palavanensis_males.wav",11,30.6759637188209,32.7021541950113,0,4.1437,"JG13_Lp018.WAV_1"
"master_l.palavanensis_males.wav",12,33.7021541950113,35.4945578231293,0,4.3896,"JG13_Lp018.WAV_2"
"master_l.palavanensis_males.wav",13,36.4945578231292,37.2738548752834,0,4.53,"JG13_Lp018.WAV_3"
"master_l.palavanensis_males.wav",14,38.2738548752834,40.3779818594104,0,4.53,"JG13_Lp018.WAV_4"
"master_l.palavanensis_males.wav",15,41.3779818594104,43.0363492063492,0,4.769,"JG13_Lp020.WAV_1"
"master_l.palavanensis_males.wav",16,44.0363492063492,45.7567120181406,0,4.3074,"JG13_Lp020.WAV_2"
"master_l.palavanensis_males.wav",17,46.7567120181406,48.3670294784581,0.2051,4.3587,"JG13_Lp024.WAV_1"
"master_l.palavanensis_males.wav",18,49.3670294784581,51.0916099773243,0,4.4613,"JG13_Lp024.WAV_2"
"master_l.palavanensis_males.wav",19,52.0916099773243,53.9365306122449,0.2051,4.769,"JG13_Lp024.WAV_3"
"master_l.palavanensis_males.wav",20,54.9365306122449,56.7192970521542,0.2051,4.769,"JG13_Lp024.WAV_4"
"master_l.palavanensis_males.wav",21,57.7192970521542,59.5708390022676,0,4.2049,"JG13_Lp031.WAV_1"
"master_l.palavanensis_males.wav",22,60.5708390022676,62.5847845804989,0,4.2049,"JG13_Lp031.WAV_2"
"master_l.palavanensis_males.wav",23,63.5847845804989,65.8945351473923,0.1411,4.0919,"JG13_Lp035.WAV_1"
"master_l.palavanensis_males.wav",24,66.8945351473923,69.3254648526077,0.1764,4.3389,"JG13_Lp035.WAV_2"
"master_l.palavanensis_males.wav",25,70.3254648526077,72.0689795918367,0,4.3741,"JG13_Lp036.WAV_1"
"master_l.palavanensis_males.wav",26,73.0689795918367,75.1035827664399,0.2117,4.1978,"JG13_Lp044.WAV_1"
"master_l.palavanensis_males.wav",27,76.1035827664399,78.298820861678,0.1764,4.3036,"JG13_Lp044.WAV_2"
"master_l.palavanensis_males.wav",28,79.298820861678,81.3457369614513,0.2117,6.914,"JG13_Lp045.WAV_1"
"master_l.palavanensis_males.wav",29,82.3457369614513,84.4218820861678,0.1497,6.9842,"JG13_Lp045.WAV_2"
"master_l.palavanensis_males.wav",30,85.4218820861678,87.5721088435374,0.2469,5.1855,"JG13_Lp046.WAV_1"
"master_l.palavanensis_males.wav",31,88.5721088435374,90.5204081632653,0.2117,4.6211,"JG13_Lp046.WAV_2"
"master_l.palavanensis_males.wav",32,91.5204081632653,93.4651700680272,0.2469,4.9033,"JG13_Lp046.WAV_3"
"master_l.palavanensis_males.wav",33,94.4651700680272,96.2398866213152,0.1411,4.6916,"JG13_Lp046.WAV_4"
"master_l.palavanensis_males.wav",34,97.2398866213152,99.2236054421769,0.2469,4.6211,"JG13_Lp046.WAV_5"
"master_l.palavanensis_males.wav",35,100.223605442177,102.271088435374,0.1764,4.7269,"JG13_Lp046.WAV_6"
"master_l.palavanensis_males.wav",36,103.271088435374,105.475238095238,0.1764,4.3389,"JG13_Lp047.WAV_1"
"master_l.palavanensis_males.wav",37,106.475238095238,108.717392290249,0.2494,5.9365,"JG13_Lp062.WAV_1"
"master_l.palavanensis_males.wav",38,109.717392290249,111.878480725624,0.2184,4.2943,"JG13_Lp062.WAV_2"
"master_l.palavanensis_males.wav",39,112.878480725624,113.878480725624,1.17232545392787,2.64815842700099,"end_marker"
